The Lost Sound;Metallica;420;Thrash Metal;23/01/1980
Whispering Stars;Metallica;260;Metal;09/03/1976
Lonely Echo;Metallica;320;Thrash Metal;19/05/1972
Burning Dream;Metallica;370;Metal;30/01/1963
The Sweet Echo;Metallica;380;Thrash Metal;04/09/1970
Bright Dream;Metallica;250;Metal, Thrash Metal;24/07/2023
The Silent Road;Metallica;300;Thrash Metal;07/04/2003
The Bright Night;K-Pop;270;K-Pop, Pop;22/08/1973
Golden Dream;BTS;400;Pop;07/08/2011
Midnight Stars;BTS;300;K-Pop;01/03/1976
The Dancing Lights;BTS;350;Pop;16/04/2007
Lost River of Night;BTS;320;K-Pop;21/09/2016
Silent Sound;BTS;380;Pop;01/01/2005
Whispering Echo;BTS;420;K-Pop;06/09/1982
Broken Sky;BTS;300;Pop;25/10/1986
The New Dream;BTS;410;K-Pop;25/03/1972
Burning Heart;BTS;280;Pop;30/08/2002
The Wild Sound;AC/DC;320;Hard Rock, Blues Rock;16/05/1994
Midnight Heart;AC/DC;260;Blues Rock;12/09/1971
Lonely Dream;AC/DC;370;Hard Rock;17/03/1988
The Lost Sky;AC/DC;440;Blues Rock;04/11/1966
Burning Lights;AC/DC;290;Hard Rock;04/05/1985
Sweet River;AC/DC;220;Blues Rock;06/08/1982
The Old Sky;AC/DC;380;Hard Rock;18/07/1962
Dancing Stars;AC/DC;330;Blues Rock;30/03/2024
The Bright Sky;AC/DC;260;Hard Rock, Blues Rock;26/05/1960
Golden Echo of Love;AC/DC;470;Blues Rock;02/04/2006
The Sweet Sound;Maroon 5;240;Pop, Funk Rock;14/10/1972
Silent Night;Maroon 5;290;Funk Rock;20/03/1966
Lonely Heart of Sky;Maroon 5;340;Pop;22/11/2011
The Lost River;Maroon 5;310;Funk Rock;01/08/1996
Bright Lights;Maroon 5;320;Pop;25/07/2013
Whispering Echo;Maroon 5;420;Funk Rock;09/04/2000
Burning Stars;Maroon 5;300;Pop;25/03/2002
The Old Road;Maroon 5;320;Funk Rock;10/07/2013
Golden Dream;Maroon 5;480;Pop, Funk Rock;01/03/2015
Midnight Sky of Night;Maroon 5;270;Funk Rock;25/12/2010
The Electric Dream;Bad Bunny;360;Reggaeton, Trap Latino;22/01/2023
Golden River;Bad Bunny;400;Trap Latino;25/07/2015
Lonely Road;Bad Bunny;300;Reggaeton;31/05/1984
The Lost Echo;Bad Bunny;230;Trap Latino;09/04/2003
Whispering Stars;Bad Bunny;430;Reggaeton;20/09/1975
Sweet Sound;Bad Bunny;250;Trap Latino;17/06/2024
Broken Sky;Bad Bunny;240;Reggaeton;21/05/1996
The New Stars;Bad Bunny;310;Trap Latino;13/07/2011
Bright Night;Bad Bunny;460;Reggaeton, Trap Latino;17/12/2012
Burning Heart of Night;Bad Bunny;320;Trap Latino;15/09/2018
The Lonely Stars;Lil Nas X;310;Hip Hop, Country Rap;18/11/1995
Sweet River;Lil Nas X;380;Country Rap;30/07/1999
The Old Sound;Lil Nas X;240;Hip Hop;14/12/2008
Bright Sky;Lil Nas X;480;Country Rap;10/07/1978
Lost Road of Shadow;Lil Nas X;320;Hip Hop;27/07/1985
Silent Dream;Lil Nas X;300;Country Rap;09/09/2012
Whispering Heart;Lil Nas X;320;Hip Hop;07/04/1965
Broken Fire;Lil Nas X;370;Country Rap;27/12/2015
The New Sound;Lil Nas X;250;Hip Hop, Country Rap;31/08/1960
Burning Stars of Night;Lil Nas X;460;Country Rap;03/04/1980
The Wild Dream;Green Day;300;Punk Rock, Alternative;27/12/2004
Midnight Sky;Green Day;240;Alternative;27/04/1998
Lonely Lights;Green Day;350;Punk Rock;08/10/2022
The Lost Road;Green Day;420;Alternative;01/07/1998
Burning Fire;Green Day;280;Punk Rock;28/02/2006
Sweet River;Green Day;200;Alternative;29/01/2024
The Silent Sound;Green Day;390;Punk Rock;01/08/2015
Dark Echo;Green Day;330;Alternative;28/10/1985
Bright Night;Green Day;290;Punk Rock, Alternative;13/07/1993
Golden Heart of Sound;Green Day;360;Alternative;24/01/1977
The Electric Heart;Gilberto Gil;330;MPB, Tropicalia;29/12/2020
Golden River;Gilberto Gil;370;Tropicalia;04/10/1973
Lonely Road;Gilberto Gil;270;MPB;11/02/2008
The Lost Echo;Gilberto Gil;200;Tropicalia;24/11/1992
Whispering Stars;Gilberto Gil;400;MPB;10/10/2002
Sweet Sound;Gilberto Gil;220;Tropicalia;02/10/1975
Broken Sky;Gilberto Gil;210;MPB;19/06/1995
The New Stars;Gilberto Gil;280;Tropicalia;12/03/1992
Bright Night;Gilberto Gil;430;MPB, Tropicalia;09/02/1991
Burning Heart of Night;Gilberto Gil;290;Tropicalia;06/04/2022
The Golden Night;Khalid;270;R&B, Pop;25/09/1968
Whispering Dream;Khalid;480;Pop;09/10/1997
Lonely Stars;Khalid;350;R&B;17/02/2017
The Silent Road;Khalid;480;Pop;28/05/1990
Lost Fire;Khalid;220;R&B;15/07/1995
Midnight Echo;Khalid;280;Pop;04/07/1975
Sweet River;Khalid;210;R&B;10/09/1995
Broken Sound;Khalid;310;Pop;30/04/2011
The Bright Sky;Khalid;370;R&B, Pop;06/09/1970
Burning Road;Khalid;460;Pop;01/06/1968
The Wild Sound;Sia;310;Pop, Electronic;17/04/1968
Midnight Heart;Sia;260;Electronic;27/08/1986
Lonely Dream;Sia;360;Pop;09/05/1990
The Lost Sky;Sia;430;Electronic;16/09/2015
Burning Lights;Sia;290;Pop;09/04/2012
Sweet River;Sia;220;Electronic;24/09/1986
The Old Sky;Sia;370;Pop;30/04/1985
Dancing Stars;Sia;320;Electronic;14/06/2021
The Bright Sky;Sia;260;Pop, Electronic;28/08/1986
Golden Echo of Love;Sia;470;Electronic;23/07/1981
The Sweet Sound;Alok;250;EDM, House;08/01/1985
Silent Night;Alok;300;House;07/03/2024
Lonely Heart of Sky;Alok;350;EDM;31/01/2024
The Lost River;Alok;320;House;24/02/1989
Bright Lights;Alok;330;EDM;05/11/1981
Whispering Echo;Alok;430;House;12/09/1986
Burning Stars;Alok;310;EDM;17/07/2012
The Old Road;Alok;330;House;20/09/1971
Golden Dream;Alok;480;EDM, House;13/03/2011
Midnight Sky of Night;Alok;280;House;17/08/2006
The Electric Dream;Guns N' Roses;360;Hard Rock, Glam Metal;07/10/2001
Golden River;Guns N' Roses;400;Glam Metal;24/03/2005
Lonely Road;Guns N' Roses;300;Hard Rock;05/02/2007
The Lost Echo;Guns N' Roses;230;Glam Metal;25/11/2003
Whispering Stars;Guns N' Roses;430;Hard Rock;04/02/2005
Sweet Sound;Guns N' Roses;250;Glam Metal;23/03/2001
Broken Sky;Guns N' Roses;240;Hard Rock;01/01/2019
The New Stars;Guns N' Roses;310;Glam Metal;07/06/1964
Bright Night;Guns N' Roses;460;Hard Rock, Glam Metal;22/12/2007
Burning Heart of Night;Guns N' Roses;320;Glam Metal;18/04/1999
The Lonely Stars;Anitta;310;Brazilian Pop, Reggaeton;23/10/2016
Sweet River;Anitta;380;Funk Carioca;19/06/1991
The Old Sound;Anitta;240;Brazilian Pop;01/06/1988
Bright Sky;Anitta;480;Reggaeton;10/02/1984
Lost Road of Shadow;Anitta;320;Brazilian Pop;06/03/2014
Silent Dream;Anitta;300;Funk Carioca;22/05/2016
Whispering Heart;Anitta;320;Brazilian Pop;14/10/1970
Broken Fire;Anitta;370;Reggaeton;09/09/1968
The New Sound;Anitta;250;Brazilian Pop, Funk Carioca;04/04/1997
Burning Stars of Night;Anitta;460;Reggaeton;20/07/2020
The Wild Dream;Elis Regina;300;MPB, Bossa Nova;02/10/2008
Midnight Sky;Elis Regina;240;Bossa Nova;04/09/2013
Lonely Lights;Elis Regina;350;MPB;03/03/1968
The Lost Road;Elis Regina;420;Bossa Nova;21/03/1968
Burning Fire;Elis Regina;280;MPB;22/12/2007
Sweet River;Elis Regina;200;Bossa Nova;16/01/1965
The Silent Sound;Elis Regina;390;MPB;11/03/2012
Dark Echo;Elis Regina;330;Bossa Nova;15/10/1989
Bright Night;Elis Regina;290;MPB, Bossa Nova;12/07/1960
Golden Heart of Sound;Elis Regina;360;Bossa Nova;13/08/1980
The Electric Heart;Tiësto;270;Trance, EDM;28/04/1998
Golden River;Tiësto;320;EDM;29/10/2001
Lonely Road;Tiësto;360;Trance;16/10/1989
The Lost Echo;Tiësto;280;EDM;27/09/1978
Whispering Stars;Tiësto;410;Trance;18/01/1973
Sweet Sound;Tiësto;230;EDM;26/09/1988
Broken Sky;Tiësto;340;Trance;22/06/2023
The New Stars;Tiësto;390;EDM;26/11/1997
Bright Night;Tiësto;270;Trance, EDM;03/01/2008
Burning Heart of Night;Tiësto;310;EDM;12/02/2021
The Golden Night;Pitty;280;Brazilian Rock, Alternative;12/10/1975
Whispering Dream;Pitty;470;Alternative;23/02/1999
Lonely Stars;Pitty;360;Brazilian Rock;13/03/1965
The Silent Road;Pitty;470;Alternative;07/10/2022
Lost Fire;Pitty;230;Brazilian Rock;16/05/1996
Midnight Echo;Pitty;290;Alternative;16/03/2008
Sweet River;Pitty;220;Brazilian Rock;09/01/1986
Broken Sound;Pitty;320;Alternative;20/09/1967
The Bright Sky;Pitty;380;Brazilian Rock, Alternative;19/08/2002
Burning Road;Pitty;470;Alternative;20/10/1988
The Wild Sound;BTS;320;K-Pop, Pop;07/01/1996
Midnight Heart;BTS;270;Pop;12/06/2005
Lonely Dream;BTS;370;K-Pop;22/04/2001
The Lost Sky;BTS;440;Pop;15/11/2000
Burning Lights;BTS;290;K-Pop;16/04/1978
Sweet River;BTS;220;Pop;30/11/2009
The Old Sky;BTS;380;K-Pop;29/10/1977
Dancing Stars;BTS;330;Pop;23/05/2010
The Bright Sky;BTS;260;K-Pop, Pop;09/03/1976
Golden Echo of Love;BTS;470;Pop;13/10/1993
The Sweet Sound;Michael Jackson;240;Pop, R&B;06/02/2021
Silent Night;Michael Jackson;290;Funk;13/02/1960
Lonely Heart of Sky;Michael Jackson;340;Pop;10/05/2004
The Lost River;Michael Jackson;310;R&B;25/11/2011
Bright Lights;Michael Jackson;320;Funk;27/05/2023
Whispering Echo;Michael Jackson;420;Pop;10/06/2000
Burning Stars;Michael Jackson;300;R&B;28/04/2022
The Old Road;Michael Jackson;320;Funk;25/03/2004
Golden Dream;Michael Jackson;480;Pop, R&B;02/12/1990
Midnight Sky of Night;Michael Jackson;270;Funk;10/03/2002
The Electric Dream;Michael Jackson;360;Pop, Funk;14/01/1960
Golden River;Michael Jackson;400;R&B;11/09/2012
Lonely Road;Michael Jackson;300;Pop;10/06/1967
The Lost Echo;Michael Jackson;230;Funk;01/10/2010
Whispering Stars;Michael Jackson;430;R&B;13/05/2000
Sweet Sound;Michael Jackson;250;Pop;09/05/2013
Broken Sky;Michael Jackson;240;Funk;19/06/2017
The New Stars;Michael Jackson;310;R&B;20/05/1975
Bright Night;Michael Jackson;460;Pop, Funk;29/09/1990
Burning Heart of Night;Michael Jackson;320;R&B;02/05/1970
The Lonely Stars;Caetano Veloso;310;MPB, Tropicalia;23/06/2009
Sweet River;Caetano Veloso;380;Tropicalia;03/10/2015
The Old Sound;Caetano Veloso;240;MPB;03/03/1973
Bright Sky;Caetano Veloso;480;Tropicalia;07/02/1971
Lost Road of Shadow;Caetano Veloso;320;MPB;13/04/1987
Silent Dream;Caetano Veloso;300;Tropicalia;15/06/1996
Whispering Heart;Caetano Veloso;320;MPB;24/12/1965
Broken Fire;Caetano Veloso;370;Tropicalia;20/02/2009
The New Sound;Caetano Veloso;250;MPB, Tropicalia;28/02/1977
Burning Stars of Night;Caetano Veloso;460;Tropicalia;27/06/2013
The Wild Dream;Gorillaz;300;Alternative, Electronic;04/07/2023
Midnight Sky;Gorillaz;240;Hip Hop;02/07/2001
Lonely Lights;Gorillaz;350;Electronic;09/12/1980
The Lost Road;Gorillaz;420;Alternative;24/04/1995
Burning Fire;Gorillaz;280;Hip Hop;29/08/1986
Sweet River;Gorillaz;200;Electronic;26/07/1981
The Silent Sound;Gorillaz;390;Alternative;10/02/1995
Dark Echo;Gorillaz;330;Hip Hop;12/12/1969
Bright Night;Gorillaz;290;Electronic, Hip Hop;13/07/1999
Golden Heart of Sound;Gorillaz;360;Alternative;03/08/2006
The Electric Heart;Legião Urbana;330;Brazilian Rock, Post-Punk;22/09/1975
Golden River;Legião Urbana;370;Post-Punk;31/07/2019
Lonely Road;Legião Urbana;270;Brazilian Rock;08/05/1982
The Lost Echo;Legião Urbana;200;Post-Punk;12/01/1990
Whispering Stars;Legião Urbana;400;Brazilian Rock;28/01/1965
Sweet Sound;Legião Urbana;220;Post-Punk;02/11/1968
Broken Sky;Legião Urbana;210;Brazilian Rock;26/11/1996
The New Stars;Legião Urbana;280;Post-Punk;26/08/2017
Bright Night;Legião Urbana;430;Brazilian Rock, Post-Punk;01/11/1965
Burning Heart of Night;Legião Urbana;290;Post-Punk;15/05/2016
The Golden Night;Adele;270;Pop, Soul;16/06/2018
Whispering Dream;Adele;480;Soul;01/02/1962
Lonely Stars;Adele;350;Pop;23/06/1998
The Silent Road;Adele;480;Soul;26/11/2002
Lost Fire;Adele;220;Pop;19/06/1999
Midnight Echo;Adele;280;Soul;12/10/1983
Sweet River;Adele;210;Pop;08/05/2019
Broken Sound;Adele;310;Soul;15/07/2008
The Bright Sky;Adele;370;Pop, Soul;03/06/1967
Burning Road;Adele;460;Soul;17/06/1971
The Wild Sound;Nirvana;310;Grunge, Alternative;17/07/1969
Midnight Heart;Nirvana;260;Alternative;05/01/2000
Lonely Dream;Nirvana;360;Grunge;03/12/1974
The Lost Sky;Nirvana;430;Alternative;01/02/1993
Burning Lights;Nirvana;290;Grunge;10/06/1961
Sweet River;Nirvana;220;Alternative;09/07/1981
The Old Sky;Nirvana;370;Grunge;17/05/1997
Dancing Stars;Nirvana;320;Alternative;03/10/1997
The Bright Sky;Nirvana;260;Grunge, Alternative;12/07/2014
Golden Echo of Love;Nirvana;470;Alternative;07/01/1990
The Sweet Sound;Green Day;250;Punk Rock, Alternative;03/08/2008
Silent Night;Green Day;300;Alternative;03/01/2000
Lonely Heart of Sky;Green Day;350;Punk Rock;22/10/1983
The Lost River;Green Day;320;Alternative;11/03/1970
Bright Lights;Green Day;330;Punk Rock;03/11/1979
Whispering Echo;Green Day;430;Alternative;26/03/1986
Burning Stars;Green Day;310;Punk Rock;14/01/2007
The Old Road;Green Day;330;Alternative;07/10/1969
Golden Dream;Green Day;480;Punk Rock, Alternative;03/01/1968
Midnight Sky of Night;Green Day;280;Alternative;03/05/1966
The Electric Dream;Twenty One Pilots;360;Alternative, Pop;24/03/1978
Golden River;Twenty One Pilots;400;Pop;13/08/1997
Lonely Road;Twenty One Pilots;300;Alternative;19/05/2002
The Lost Echo;Twenty One Pilots;230;Pop;07/07/2004
Whispering Stars;Twenty One Pilots;430;Alternative;14/04/2023
Sweet Sound;Twenty One Pilots;250;Pop;24/05/2021
Broken Sky;Twenty One Pilots;240;Alternative;18/02/1998
The New Stars;Twenty One Pilots;310;Pop;15/12/1995
Bright Night;Twenty One Pilots;460;Alternative, Pop;29/02/1968
Burning Heart of Night;Twenty One Pilots;320;Pop;07/02/2000
The Lonely Stars;Adele;310;Pop, Soul;25/09/2012
Sweet River;Adele;380;Soul;23/11/2012
The Old Sound;Adele;240;Pop;13/12/1980
Bright Sky;Adele;480;Soul;10/09/1968
Lost Road of Shadow;Adele;320;Pop;01/10/2018
Silent Dream;Adele;300;Soul;07/11/2021
Whispering Heart;Adele;320;Pop;25/10/1982
Broken Fire;Adele;370;Soul;13/02/2004
The New Sound;Adele;250;Pop, Soul;13/10/1991
Burning Stars of Night;Adele;460;Soul;21/10/1971
The Wild Dream;Anitta;300;Brazilian Pop, Reggaeton;28/06/1973
Midnight Sky;Anitta;240;Funk Carioca;02/11/2015
Lonely Lights;Anitta;350;Brazilian Pop;27/07/1976
The Lost Road;Anitta;420;Reggaeton;26/09/2018
Burning Fire;Anitta;280;Brazilian Pop;18/09/2020
Sweet River;Anitta;200;Funk Carioca;01/02/2018
The Silent Sound;Anitta;390;Brazilian Pop;19/03/1978
Dark Echo;Anitta;330;Reggaeton;10/11/1981
Brave Heart of River;Anitta;290;Brazilian Pop, Funk Carioca;28/08/1997
Golden Heart of Sound;Anitta;360;Reggaeton;08/08/2003
The Electric Heart;Red Hot Chili Peppers;330;Funk Rock, Alternative;25/09/2020
Golden River;Red Hot Chili Peppers;370;Alternative;29/10/2020
Lonely Road;Red Hot Chili Peppers;270;Funk Rock;12/03/1983
The Lost Echo;Red Hot Chili Peppers;200;Alternative;26/10/1985
Whispering Stars;Red Hot Chili Peppers;400;Funk Rock;23/05/2002
Sweet Sound;Red Hot Chili Peppers;220;Alternative;09/09/1962
Broken Sky;Red Hot Chili Peppers;210;Funk Rock;31/05/1972
The New Stars;Red Hot Chili Peppers;280;Alternative;24/07/2018
Bright Night;Red Hot Chili Peppers;430;Funk Rock, Alternative;20/04/2011
Burning Heart of Night;Red Hot Chili Peppers;290;Alternative;30/01/2006
The Golden Night;The Weeknd;280;R&B, Pop;09/11/1960
Whispering Dream;The Weeknd;470;Electronic;04/06/2018
Lonely Stars;The Weeknd;360;Pop;13/08/1994
The Silent Road;The Weeknd;470;R&B;27/04/1990
Lost Fire;The Weeknd;230;Electronic;09/07/1969
Midnight Echo;The Weeknd;290;Pop;22/01/2010
Sweet River;The Weeknd;220;R&B;13/06/2003
Broken Sound;The Weeknd;320;Electronic;28/10/1982
The Bright Sky;The Weeknd;380;Pop, R&B;22/06/2020
Burning Road;The Weeknd;470;Electronic;11/08/1974
The Wild Sound;Taylor Swift;320;Pop, Country;03/09/1961
Midnight Heart;Taylor Swift;270;Country;23/12/1963
Lonely Dream;Taylor Swift;370;Pop;26/01/1998
The Lost Sky;Taylor Swift;440;Country;20/02/2005
Burning Lights;Taylor Swift;290;Pop;03/03/2023
Sweet River;Taylor Swift;220;Country;28/03/2006
The Old Sky;Taylor Swift;380;Pop;16/12/1994
Dancing Stars;Taylor Swift;330;Country;01/02/1996
The Bright Sky;Taylor Swift;260;Pop, Country;05/04/1966
Golden Echo of Love;Taylor Swift;470;Country;29/09/1984
The Sweet Sound;Harry Styles;250;Pop, Rock;31/05/1971
Silent Night;Harry Styles;300;Rock;03/03/1970
Lonely Heart of Sky;Harry Styles;350;Pop;05/03/1994
The Lost River;Harry Styles;320;Rock;13/12/1962
Bright Lights;Harry Styles;330;Pop;20/09/1960
Whispering Echo;Harry Styles;430;Rock;02/06/1995
Burning Stars;Harry Styles;310;Pop;23/04/1992
The Old Road;Harry Styles;330;Rock;29/09/1987
Golden Dream;Harry Styles;480;Pop, Rock;17/03/1992
Midnight Sky of Night;Harry Styles;280;Rock;14/09/2018
The Electric Dream;Olivia Rodrigo;360;Pop, Alternative;08/05/1990
Golden River;Olivia Rodrigo;400;Alternative;24/07/2022
Lonely Road;Olivia Rodrigo;300;Pop;11/07/2020
The Lost Echo;Olivia Rodrigo;230;Alternative;29/10/2002
Whispering Stars;Olivia Rodrigo;430;Pop;18/09/2017
Sweet Sound;Olivia Rodrigo;250;Alternative;28/04/2003
Broken Sky;Olivia Rodrigo;240;Pop;14/03/2012
The New Stars;Olivia Rodrigo;310;Alternative;25/05/1991
Bright Night;Olivia Rodrigo;460;Pop, Alternative;27/11/2009
Burning Heart of Night;Olivia Rodrigo;320;Alternative;03/12/1981
The Lonely Stars;Maroon 5;310;Pop, Funk Rock;15/04/1985
Sweet River;Maroon 5;380;Funk Rock;11/10/1970
The Old Sound;Maroon 5;240;Pop;17/01/1994
Bright Sky;Maroon 5;480;Funk Rock;18/10/1992
Lost Road of Shadow;Maroon 5;320;Pop;29/09/1997
Silent Dream;Maroon 5;300;Funk Rock;11/11/2010
Whispering Heart;Maroon 5;320;Pop;18/07/1975
Broken Fire;Maroon 5;370;Funk Rock;09/10/2001
The New Sound;Maroon 5;250;Pop, Funk Rock;12/04/2018
Burning Stars of Night;Maroon 5;460;Funk Rock;22/08/1968
The Wild Dream;Khalid;300;R&B, Pop;14/07/2016
Midnight Sky;Khalid;240;Pop;01/05/2024
Lonely Lights;Khalid;350;R&B;19/06/1973
The Lost Road;Khalid;420;Pop;26/01/1968
Burning Fire;Khalid;280;R&B;21/04/2015
Sweet River;Khalid;200;Pop;07/06/1985
The Silent Sound;Khalid;390;R&B;01/12/1988
Dark Echo;Khalid;330;Pop;09/06/1996
Bright Night;Khalid;290;R&B, Pop;04/06/1996
Golden Heart of Sound;Khalid;360;Pop;31/08/1988
The Electric Heart;Sia;330;Pop, Electronic;17/06/1979
Golden River;Sia;370;Electronic;01/07/2016
Lonely Road;Sia;270;Pop;12/08/1985
The Lost Echo;Sia;200;Electronic;14/09/1969
Whispering Stars;Sia;400;Pop;16/08/1965
Sweet Sound;Sia;220;Electronic;22/01/1962
Broken Sky;Sia;210;Pop;23/11/2008
The New Stars;Sia;280;Electronic;31/08/2016
Bright Night;Sia;430;Pop, Electronic;12/05/2021
Burning Heart of Night;Sia;290;Electronic;29/07/1994
The Golden Night;Twenty One Pilots;280;Alternative, Pop;02/12/1998
Whispering Dream;Twenty One Pilots;470;Pop;16/02/2020
Lonely Stars;Twenty One Pilots;360;Alternative;24/03/2013
The Silent Road;Twenty One Pilots;470;Pop;23/11/1996
Lost Fire;Twenty One Pilots;230;Alternative;14/11/1985
Midnight Echo;Twenty One Pilots;290;Pop;26/07/1970
Sweet River;Twenty One Pilots;220;Alternative;15/03/1972
Broken Sound;Twenty One Pilots;320;Pop;26/01/1973
The Bright Sky;Twenty One Pilots;380;Alternative, Pop;14/01/1978
Burning Road;Twenty One Pilots;470;Pop;19/07/1974
The Wild Sound;Foo Fighters;320;Rock, Alternative;13/10/1975
Midnight Heart;Foo Fighters;270;Alternative;19/07/2005
Lonely Dream;Foo Fighters;370;Rock;25/07/1985
The Lost Sky;Foo Fighters;440;Alternative;23/12/2020
Burning Lights;Foo Fighters;290;Rock;05/08/2005
Sweet River;Foo Fighters;220;Alternative;05/03/2000
The Old Sky;Foo Fighters;380;Rock;07/03/2008
Dancing Stars;Foo Fighters;330;Alternative;27/04/1988
The Bright Sky;Foo Fighters;260;Rock, Alternative;20/02/1977
Golden Echo of Love;Foo Fighters;470;Alternative;11/04/1967
The Sweet Sound;Legião Urbana;250;Brazilian Rock, Post-Punk;14/02/1971
Silent Night;Legião Urbana;300;Post-Punk;10/12/1982
Lonely Heart of Sky;Legião Urbana;350;Brazilian Rock;02/02/1998
The Lost River;Legião Urbana;320;Post-Punk;01/07/2004
Bright Lights;Legião Urbana;330;Brazilian Rock;29/01/1995
Whispering Echo;Legião Urbana;430;Post-Punk;17/01/1992
Burning Stars;Legião Urbana;310;Brazilian Rock;17/07/2005
The Old Road;Legião Urbana;330;Post-Punk;08/05/2012
Golden Dream;Legião Urbana;480;Brazilian Rock, Post-Punk;13/04/1977
Midnight Sky of Night;Legião Urbana;280;Post-Punk;14/12/1993
The Electric Dream;Skank;360;Brazilian Pop, Reggae;12/08/2001
Golden River;Skank;400;Rock;30/11/1964
Lonely Road;Skank;300;Brazilian Pop;24/03/1991
The Lost Echo;Skank;230;Reggae;31/05/1974
Whispering Stars;Skank;430;Rock;07/02/2021
Sweet Sound;Skank;250;Brazilian Pop;08/01/1994
Broken Sky;Skank;240;Reggae;17/05/2012
The New Stars;Skank;310;Rock;29/07/1975
Bright Night;Skank;460;Brazilian Pop, Reggae;04/01/1980
Burning Heart of Night;Skank;320;Rock;11/01/1981
The Lonely Stars;Ariana Grande;310;Pop, R&B;13/08/2000
Sweet River;Ariana Grande;380;R&B;08/05/2007
The Old Sound;Ariana Grande;240;Pop;28/09/1968
Bright Sky;Ariana Grande;480;R&B;07/11/2020
Lost Road of Shadow;Ariana Grande;320;Pop;16/12/1964
Silent Dream;Ariana Grande;300;R&B;23/02/2019
Whispering Heart;Ariana Grande;320;Pop;18/02/1991
Broken Fire;Ariana Grande;370;R&B;07/05/2006
The New Sound;Ariana Grande;250;Pop, R&B;14/05/2008
Burning Stars of Night;Ariana Grande;460;R&B;20/12/2016
The Wild Dream;Lil Nas X;300;Hip Hop, Country Rap;05/08/1989
Midnight Sky;Lil Nas X;240;Country Rap;25/01/2016
Lonely Lights;Lil Nas X;350;Hip Hop;20/07/2024
The Lost Road;Lil Nas X;420;Country Rap;16/08/1977
Burning Fire;Lil Nas X;280;Hip Hop;18/08/1997
Sweet River;Lil Nas X;200;Country Rap;21/02/1970
The Silent Sound;Lil Nas X;390;Hip Hop;11/08/2019
Dark Echo;Lil Nas X;330;Country Rap;06/12/2017
Bright Night;Lil Nas X;290;Hip Hop, Country Rap;01/12/1994
Golden Heart of Sound;Lil Nas X;360;Country Rap;20/12/1964
The Electric Heart;The Beatles;330;Pop, Rock;11/02/1961
Golden River;The Beatles;370;Classic Rock;09/07/1995
Lonely Road;The Beatles;270;Pop;13/02/1978
The Lost Echo;The Beatles;200;Classic Rock;04/01/1967
Whispering Stars;The Beatles;400;Pop;21/10/1972
Sweet Sound;The Beatles;220;Classic Rock;20/04/2014
Broken Sky;The Beatles;210;Pop;11/09/1997
The New Stars;The Beatles;280;Classic Rock;24/01/1973
Bright Night;The Beatles;430;Pop, Classic Rock;11/03/1967
Burning Heart of Night;The Beatles;290;Classic Rock;16/07/2024
The Golden Night;Dua Lipa;270;Pop, Dance;31/05/2002
Whispering Dream;Dua Lipa;480;Dance;17/02/1991
Lonely Stars;Dua Lipa;350;Pop;26/02/2016
The Silent Road;Dua Lipa;480;Dance;29/01/1993
Lost Fire;Dua Lipa;220;Pop;05/04/1965
Midnight Echo;Dua Lipa;280;Dance;19/11/2022
Sweet River;Dua Lipa;210;Pop;08/12/1970
Broken Sound;Dua Lipa;310;Dance;01/04/1989
The Bright Sky;Dua Lipa;370;Pop, Dance;27/07/2016
Burning Road;Dua Lipa;460;Dance;25/06/1972
The Wild Sound;J Balvin;310;Reggaeton, Latin Pop;21/06/1973
Midnight Heart;J Balvin;260;Latin Pop;18/10/1970
Lonely Dream;J Balvin;360;Reggaeton;05/12/2000
The Lost Sky;J Balvin;430;Latin Pop;29/05/1980
Burning Lights;J Balvin;290;Reggaeton;05/06/1981
Sweet River;J Balvin;220;Latin Pop;25/10/1995
The Old Sky;J Balvin;370;Reggaeton;03/08/2019
Dancing Stars;J Balvin;320;Latin Pop;27/02/2009
The Bright Sky;J Balvin;260;Reggaeton, Latin Pop;26/07/2021
Golden Echo of Love;J Balvin;470;Latin Pop;13/04/2004
The Sweet Sound;BlackPink;250;K-Pop, Hip Hop;08/05/1978
Silent Night;BlackPink;300;Hip Hop;12/11/2006
Lonely Heart of Sky;BlackPink;350;K-Pop;13/06/1972
The Lost River;BlackPink;320;Hip Hop;08/07/2002
Bright Lights;BlackPink;330;K-Pop;20/08/1981
Whispering Echo;BlackPink;430;Hip Hop;04/11/1985
Burning Stars;BlackPink;310;K-Pop;26/08/1971
The Old Road;BlackPink;330;Hip Hop;04/05/1981
Golden Dream;BlackPink;480;K-Pop, Hip Hop;12/12/2018
Midnight Sky of Night;BlackPink;280;Hip Hop;06/05/2017
The Electric Dream;Post Malone;360;Hip Hop, Pop;04/02/1962
Golden River;Post Malone;400;R&B;11/08/1971
Lonely Road;Post Malone;300;Hip Hop;16/03/1968
The Lost Echo;Post Malone;230;Pop;04/10/1992
Whispering Stars;Post Malone;430;R&B;13/06/1972
Sweet Sound;Post Malone;250;Hip Hop;13/08/1990
Broken Sky;Post Malone;240;Pop;04/10/1992
The New Stars;Post Malone;310;R&B;01/11/2002
Bright Night;Post Malone;460;Hip Hop, Pop;04/09/2015
Burning Heart of Night;Post Malone;320;R&B;02/11/1987
The Lonely Stars;Imagine Dragons;310;Alternative, Pop Rock;25/09/1999
Sweet River;Imagine Dragons;380;Pop Rock;31/03/1988
The Old Sound;Imagine Dragons;240;Alternative;15/02/1985
